해당년도,발매년도,노래제목,가수이름,가수성별,그룹-솔로,작사가,가사
1990,1994,시청앞 지하철 역에서,동물원,m,g,김창기,"시청앞 지하철 역에서
너를 다시 만났었지
신문을 사려 돌아섰을 때
너의 모습을 보았지
발 디딜 틈 없는 그 곳에서
너의 이름을 부를 때
넌 놀란 모습으로
너에게 다가가려 할 때에
난 누군가의 발을 밟았기에
커다란 웃음으로
미안하다 말해야했었지
살아가는 얘기 변한 이야기
지루했던 날씨 이야기
밀려오는 추억으로
우린 쉽게 지쳐 갔지
그렇듯 더디던 시간이
우리를 스쳐 지난 지금
너는 두 아이의 엄마라며
엷은 미소를 지었지
나의 생활을 물었을 때
나는 허탈한 어깨 짓으로
어딘가 있을 무언가를
아직 찾고 있다 했지
언젠가 우리 다시 만나는 날엔
빛나는 열매를 보여준다 했지
우리의 영혼에 깊이 새겨진
그날의 노래는 우리 귀에
아직 아련한데
가끔씩 너를 생각한다고
들려주고 싶었지만
짧은 인사만을 남겨둔 채
너는 내려야 했었지
바삐 움직이는 사람들 속에
너의 모습이 사라질 때
오래 전 그날처럼 내 마음엔
언젠가 우리 다시 만나는 날엔
빛나는 열매를 보여준다 했지
우리의 영혼에 깊이 새겨진
그날의 노래는 우리 귀에
아직 아련한데"
1990,1998,어느날 문득,유열,m,s,유열,"어느날 문득
나는 보았네
내 마음속의 사랑을
오직 친구로 알았던
그녀를 나는
사랑하고 있었네
바람이 불어와
허황한 거리에
나뭇잎만 흩어지던 날
그날 처음 느꼈던
내 속에 숨은
그대 그리움
지난 세월속에
천천히 커져왔던
나의 사랑을
하지만 이미
그대는 다른 사랑에
빠져있다 했지
못다한 나의 고백만
내귓가에서
바람따라 울고 있었지
바람이 불어와
허황한 거리에
나뭇잎만 흩어지던 날
그날 처음 느꼈던
내 속에 숨은 그대 그리움
지난 세월속에
천천히 커져왔던
나의 사랑을
하지만 이미 그대는
다른 사랑에 빠져있다 했지
못다한 나의 고백만
내귓가에서
바람따라 울고 있었지"
1990,1991,소녀시대,이승철,m,s,이승철,"날 아직 어리다고
말하던 얄미운 욕심쟁이가
오늘은 웬일인지
사랑해하며 키스해 주었네

얼굴은 빨개지고
놀란눈은 커다래지고
떨리는 내 입술은
파란 빛깔 파도 같아
너무 놀라버린 나는
아무말도 하지 못하고
화를 낼까 웃어버릴까
생각하다가
어리다고 놀리지 말아요
수줍어서 말도 못하고
어리다고 놀리지 말아요
스쳐가는 얘기 뿐인걸

날 아직 어리다고
말하던 얄미운 욕심쟁이가
오늘은 웬일인지
사랑해하며 키스해 주었네
너무 놀라버린 나는
아무말도 하지 못하고
화를 낼까 웃어버릴까
생각하다가
어리다고 놀리지 말아요
수줍어서 말도 못하고
어리다고 놀리지 말아요
스쳐가는 얘기 뿐인걸

어리다고 놀리지 말아요
수줍어서 말도 못하고
어리다고 놀리지 말아요
스쳐가는 얘기 뿐인걸
어리다고 놀리지 말아요
수줍어서 말도 못하고"
1990,1991,그대품에 잠들었으면,박정수,m,s,조기원,"나는 그대의 빈틈이 있었으면
사랑했을 것이다, 사랑했을 것이다
어둠은 내려 않는데 음~

그대 들려줄 한 줄 시도 못 쓰고
기억 속으로 차가운 안개비 안개비만 내린다
홑이불처럼 시각거리며 가슴조미는 그리움 쌓이고
세상에 온통 시들었어도
깊고 고요한 그대품에서 잠들었으면 잠시라도 잠들었으면...

그대 들려줄 한 줄 시도 못 쓰고
기억 속으로 차가운 안개비 안개비만 내린다
홑이불처럼 시각거리며 가슴조미는 그리움 쌓이고
세상에 온통 시들었어도
깊고 고요한 그대품에서 잠들었으면 잠시라도 잠들었으면.."
1990,2008,화요일에 비가 내리면,박미경,f,s,최은정,"그대 내 곁을 떠나는
화요일에 비가 내리면
하얀 그 빗 속에
눈물을 감추고 울어 주리라
아직 날 떠나지 않은
서글픈 추억에 젖어
가끔은 아무도 몰래
서러운 이 길을 걸으면
어두운 도시의 불 빛 보다
그리움이 먼저 다가와
그댈 기억하겠지
슬픈 화요일에 비가 내리면

아직 날 떠나지 않은
서글픈 추억에 젖어
가끔은 아무도 몰래
서러운 이 길을 걸으면
어두운 도시의 불 빛 보다
그리움이 먼저 다가와
그댈 기억하겠지
슬픈 화요일에 비가 내리면
슬픈 화요일에 비가 내리면"
1990,1990,추억의 책장을 넘기면,이선희,f,s,송시현,"가물거리는
추억의 책장을 넘기면
오 끝내 이루지 못한
아쉬움과 초라한 속죄가
옛 이야기처럼
뿌연 창틀에 먼지처럼
오 가슴에 쌓이네
이젠 멀어진 그대 미소처럼
비바람이 없어도
봄은 오고 여름은 가고
오 그대여
눈물이 없어도
꽃은 피고 낙엽은 지네
오 내 남은 그리움
세월에 띄우고
잠이 드네 꿈을 꾸네
옛 이야기처럼
뿌연 창틀에 먼지처럼
오 가슴에 쌓이네
이젠 멀어진 그대 미소처럼
비바람이 없어도
봄은 오고 여름은 가고
오 그대여
눈물이 없어도
꽃은 피고 낙엽은 지네
오 내 남은 그리움
세월에 띄우고
잠이 드네 꿈을 꾸네
잠이 드네 꿈을 꾸네"
1990,1990,이별여행,원미연,f,s,김기호,"투명한 너의 눈빛이
어쩐지 부담스러워
아무런 말도 못하고
창가에 기대어 바라보네
이렇게 떠나가지만
너에겐 정말 미안해
하지만 언제까지나
너를 잊을 순 없을 거야
벽에 걸린 그림처럼
너는 표정 없이 바라보지만
이 거리를 난 떠나가리
내가 아닌 너를 위한 이별 여행을
언제까지 너에게
좋은 기억만을 남기고 싶어
이제는 모든 걸 변명처럼 느끼겠지
다시 한번 너에게
얘기하고 싶던 그 말 사랑해
너에게 너무나
많은 것을 원했던 거야
벽에 걸린 그림처럼
너는 표정 없이 바라보지만
이 거리를 난 떠나가리
내가 아닌 너를 위한 이별 여행을
언제까지 너에게
좋은 기억만을 남기고 싶어
이제는 모든 걸 변명처럼 느끼겠지
다시 한번 너에게
얘기하고 싶던 그 말 사랑해
너에게 너무나
많은 것을 원한거야
언제까지 너에게
좋은 기억만을 남기고 싶어
이제는 모든 걸 변명처럼 느끼겠지
다시 한번 너에게
얘기하고 싶던 그 말 사랑해
너에게 너무나
많은 것을 원했던 거야"
1990,1991,재즈 카페,신해철,m,s,신해철,"위스키 브랜디 블루진
하이힐 콜라
핏자 발렌타인데이
까만 머리 까만 눈의 사람들의
목마다 걸려있는 넥타이
어느 틈에 우리를 둘러싼
우리에게서 오지 않은 것들
우리는 어떤 의미를
입고 먹고 마시는가
빨간 립스틱 하얀 담배연기
테이블 위엔 보석 색깔 칵테일
촛불 사이로 울리는 내 피아노
밤이 깊어도 많은 사람들
토론하는 남자 술에 취한 여자
모두가 깊이 숨겨논
마음을 못 본 체하며
목소리만 높여서 얘기하네
흔들리는 사람들
한밤의 재즈 카페
하지만 내 노래는
누굴 위한 걸까

사람들 돌아가고
문을 닫을 무렵
구석자리의 숙녀는
마지막 메모를 전했네
노래가 흐르면 눈물도 흐르고
타인은 알지 못하는
노래에 담긴 사연이
초록색 구두위로 떨어지네
흔들리는 사람들
한밤의 재즈 카페
하지만 내 노래는
누굴 위한 걸까
흔들리는 사람들
한밤의 재즈 카페
하지만 내 노래는
누굴 위한 걸까"
1990,1991,그대가 나를 사랑하신다면,이선희,f,s,김미선,"그대 정말로 나를 사랑한다면
지금처럼만 나를 사랑해주오
그대 정말로 나를 원하신다면
가슴으로만 나를 사랑해주오
그대 눈에 비친 내 모습이
하도 아파보여
그 아픔 덜어주려 내게 온다면
눈 앞에 모습 뵈지 않아
뒤돌아 서면
차츰 흐려지는 마음
내게 온다면
그대 정말로 나를 사랑한다면
그대 정말로 나를 원하신다면

그대 눈에 비친 내 모습이
하도 아파보여
그 아픔 덜어주려 내게 온다면
눈 앞에 모습 뵈지 않아
뒤돌아 서면
차츰 흐려지는 마음
내게 온다면
그대 정말로 나를 사랑한다면
지금처럼만 나를 사랑해주오
그대 정말로 나를 원하신다면
가슴으로만 나를 사랑해주오"
1990,1990,미워서 미워질때,변진섭,m,s,지예,"그늘진 나의 모습이
나조차 싫어지는데
떠나는 그대 마음은
잘못된 것이 아니지
차갑던 그대 눈빛만
되새겨 보다 보면은
미워서 미워질때가
그럴때가 오겠지
사랑했기 때문에
이별 또한 슬프지 않다고
변명하며 내 자신을
나는 속이며 돌아서네
오늘따라 바라본
밤하늘이 왜 이리
까맣게 보이는지
비라도 새삼스레
내리려 하는지
차갑던 그대 눈빛만
되새겨 보다 보면은
미워서 미워질때가
그럴때가 오겠지

사랑했기 때문에
이별 또한 슬프지 않다고
변명하며 내 자신을
나는 속이며 돌아서네
오늘따라 바라본
밤하늘이 왜 이리
까맣게 보이는지
비라도 새삼스레
내리려 하는지
그늘진 나의 모습이
나조차 싫어지는데
떠나는 그대 마음은
잘못된 것이 아니지"
1990,1992,멀어지는 그 미소,이주엽,m,s,김정현,"저 멀리 아스라이
노을속의 새는
내 슬픈 추억속에
애써 날아오지만
내 어린 시절에
그대로의 소망은
내 가슴속에 남은
꺼진 촛불처럼
나의 내일은
너의 밝은 미소 하나로
이 세상 모두를 이렇게
힘껏 품을 수 있어
언제나 내 곁에
붙들고 싶은 마음 이지만
그리워 할수록
내게서 멀어지는 그 미소
저 안개 걷히우면
떠오르는 태양도
괴롭고 힘들었던
나의 지난 날속에
돌이켜 생각하면
모든 것이 추억되어
밤 하늘 날아가는
지친 철새처럼
나의 내일은
너의 밝은 미소 하나로
이 세상 모두를 이렇게
힘껏 품을 수 있어
언제나 내 곁에
붙들고 싶은 마음이지만
그리워 할수록
내게서 멀어지는 그 미소

내게서 멀어지는 그 미소"
1990,1991,어떻게든 되겠지,변영태,m,s,지예,"내가 아니길
나의 슬픔이 아니길
나는 얼마나 바랬었나
나의 익숙해진 그대의
그 따스했던 손길은
이젠 나의 것이 아니네
나의 사랑도
나의 눈물마저도
모두 거짓으로 돌리리
그저 스치듯이 만났던
내 지난 날 기억으로
무심하게 넘기리
한동안 많이 힘들겠지
아픔도 끝은 있을테지
나를 떠나버린 그대도
또 버려진 나도
홀로 남겨진건
마찬가진걸
냉정하게 뒤돌아
눈 감아버린 지금
어떻게든 되겠지

한동안 많이 힘들겠지
아픔도 끝은 있을테지
나를 떠나버린 그대도
또 버려진 나도
홀로 남겨진건
마찬가진걸
냉정하게 뒤돌아
눈 감아버린 지금
어떻게든 되겠지

나를 떠나버린 그대도
또 버려진 나도
홀로 남겨진건
마찬가진걸
더디가는 시간도
이젠 어디로든 가겠지"
1990,1990,내사랑 투유,조갑경,f,s,홍서범,"어느날 너를 처음 봤을땐
나만의 사랑이 싹트고
고개 숙인 너의 모습이
천사처럼 아름다웠어
멀리서 너를 바라볼때면
맘으론 가슴 태웠지
너의 목소리 귓가에 들려올때면
가슴이 떨려오곤했지
그러나 너를 사랑하면 할수록
나는 너무도 많이 울어야 했어
너를 향한 아름답던 나의 사랑은
슬픈영화처럼 변해 갔지
하지만 투유 사랑한다 말하고 싶어
나는 투유 모든것을 주고 싶었어
아직도 투유 내게 남아있는
작은 사랑을
소중히 간직하고파

멀리서 너를 바라볼때면
맘으론 가슴 태웠지
너의 목소리 귓가에 들려올때면
가슴이 떨려오곤 했지
그러나 너를 사랑하면 할수록
나는 너무도 많이 울어야 했어
너를 향한 아름답던 나의 사랑은
슬픈영화처럼 변해 갔지
하지만 투유 사랑한다 말하고 싶어
나는 투유 모든것을 주고 싶었어
아직도 투유 내게 남아있는
작은 사랑을
소중히 간직하고파
아직도 투유 내게 남아있는
작은 사랑을
소중히 간직하고파"
1990,1991,그리운 이름,노래를 찾는 사람들,m,g,전지용,"창살 저 편 멀리
아침해가 따스한 손길로
어루만지는 곳에
떠오르는 그리운 얼굴
지나는 실바람이
소리없이 내게 다가와
속삭이듯 전하는
꿈속에도 그리운 이름
어머니

짙은 어둠 밝히는
한 조각 달빛처럼
굵은 쇠창살도 녹일
우리 어머니 맑은 눈물
어머니

열아홉 꽃같은 젊음
묻어버린 미싱대 위에
야윈 두손으로
간직해온 그리운 이름
흐린 불빛 아래
뜬눈 밝힌 노동의 나날
붉은 눈동자 속에
반짝이던 그리운 이름
어머니

새벽 기다리는
수 많은 별들처럼
작은 가슴 속 깊이
외쳐부르는
그리운 그 이름 어머니

어머니"
1990,1991,항상 기뻐하는 사람들,봄여름가을겨울,m,g,김종진,x
1990,1990,몰래한 사랑,김지애,f,s,김동원,"그대여 이렇게 바람이
서글피 부는 날에는
그대여 이렇게 무화과가
익어가는 날에도
너랑 나랑 둘이서 무화과
그늘에 숨어앉아
지난날을 생각하며
이야기 하고 싶구나
몰래 사랑했던 그 여자 그리고
또 몰래 사랑했던 그 남자
지금은
지금은 어느 하늘 아래서
그 누굴
그 누굴 사랑하고 있을까
그대여 햇살이 영그는
가을날 뚝에 앉아서
그대여 이렇게 여미어진
마음 열고 싶을때는
너랑 나랑 둘이만 들을
수 있는 목소리로
네 눈물을 바라보며
이야기하고 싶구나
몰래 사랑했던 그 여자
그리고
또 몰래 사랑했던 그 남자
지금은
지금은 어느 하늘 아래서
그 누굴
그 누굴 사랑하고 있을까

그대여 이렇게 바람이
서글피 부는 날에는
그대여 이렇게 무화과가
익어가는 날에도
너랑 나랑 둘이서 무화과
그늘에 숨어앉아
지난날을 생각하며
이야기 하고 싶구나
몰래 사랑했던 그 여자
그리고
또 몰래 사랑했던 그 남자
지금은
지금은 어느 하늘 아래서
그 누굴
그 누굴 사랑하고 있을까
몰래 사랑했던 그 여자 그리고
또 몰래 사랑했던 그 남자
지금은
지금은 어느 하늘 아래서
그 누굴
그 누굴 사랑하고 있을까"
1990,1991,그대가 이 세상에 있는 것만으로,한동준,m,s,김광진,"한동안 그대가 내곁을
떠나가 버렸다는 것을
믿을수 없었지만
더 이상 난 부정할 수 없네
내 진실을 주고
해맑은 사랑을 느꼈는데
어느새 그대의 마음이
내게서 멀어져갔나
이젠 사랑이 너무 두려워
이런 아픔을 견딜 수 없어
무너진 나의 가슴을 어디에서
위로 받을 수 있을까
아니야 나는 사랑한거야
영원히 변하지 않는 그런 사랑을
그래 나는 후회하진 않아
사랑이 떠나버려도
내겐 소중한 것을 가슴 깊이 느끼네
그대가 이세상에 있는것 만으로
내겐 기쁨을 주는데

아니야 나는 사랑한거야
영원히 변하지 않는 그런 사랑을
그래 나는 후회하진 않아
사랑이 떠나버려도
내겐 소중한 것을 가슴 깊이 느끼네
그대가 이세상에 있는것 만으로
내겐 기쁨을 주는데"
